,CPU Socket,Chipset,Color,CrossFire Support,Form Factor,Half Mini-PCI-Express,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,Part Number,RAID Support,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s
0,LGA1151,Intel Z390,Black / Gold,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF Z390-PLUS GAMING (WI-FI),True,,6,,False,,,,
1,LGA1151,Intel H310,White,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M GAMING ARCTIC,False,,4,,False,,,,
2,AM4,AMD B350,Black / Yellow,False,ATX,,Biostar,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TB350-BTC,True,,4,,False,,,,
3,LGA1151,Intel Z370,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,ROG STRIX Z370-F GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX Z370-F GAMING / ROG STRIX Z370-F GAMING / 90MB0V50-M0EAY0,True,,6,,True,,,,
4,LGA1151,Intel Z390,Black / Silver,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266 / 4333 / 4400 / 4500,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,ROG STRIX Z390-I GAMING,True,,4,,False,,,,
5,AM4,AMD X370,Black / Red,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 Gaming-ITX/ac,True,,4,,False,,,,
6,AM4,AMD X470,Black,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,ROG STRIX X470-I GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX X470-I GAMING / ROG STRIX X470-I GAMING,True,,4,,False,,,,
7,LGA1155,Intel Q67,Green / Blue,False,Micro ATX,,Intel,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,DQ67SWB3,1 x 1000 Mbit/s,False,Depends on CPU,,BOXDQ67SWB3,True,2,2,,False,,,2,
8,AM4,AMD X370,Black / White,False,ATX,,Biostar,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370GT5,True,,6,,False,,,,
9,LGA2011,Intel C602J,Green / Blue,False,ATX,,Supermicro,64 GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,2 x 10 Gbit/s,False,True,,X9SRH-7TF / X9SRH-7TF-O,True,4,2,,False,,,,
10,FM2,AMD A55,Brown / Black,True,Micro ATX,,ASRock,16 GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,False,Depends on CPU,,FM2A55M-DGS,True,6,,,False,,,,
11,LGA1151,Intel B365,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B365 Pro4,True,,6,,False,,,,
12,AM4,AMD A320,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,A320M PRO-VHL,True,,4,,False,,,,
13,LGA1151,Intel Z370,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME Z370-A II / 90MB0ZT0-M0EAY0,True,,6,,True,,,,
14,AM4,AMD B450,Black / Silver,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 I AORUS PRO WIFI,True,,4,,False,,,,
15,AM4,AMD X370,Black / White,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2933 / 3200,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,GA-AX370-GAMING 5,True,,4,2,True,1,,,
16,LGA2066,Intel X299,Black / Silver,True,SSI CEB,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3600 / 4000 / 4133 / 4200,,,,,2 x 10 Gbit/s,True,False,,WS X299 SAGE/10G,True,,8,,4-way SLI,2,,,
17,LGA1151,Intel H370,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370 HD3,True,,6,,False,,,,
18,AM4,AMD B350,Black / Red,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B350M-E,True,,4,,False,,,,
19,AM4,AMD B450,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M-HDV,True,,4,,False,,,,
20,LGA2066,Intel X299,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,Fatal1ty X299 Gaming K6,2 x 1000 Mbit/s,True,False,,X299 Gaming K6 / Fatal1ty X299 Gaming K6,True,,8,,3-way SLI,,,,
21,LGA2066,Intel X299,Black / Silver,True,ATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3600 / 4000,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,PRIME X299-DELUXE / 90MB0TY0-M0EAY0,True,,7,,3-way SLI,1,,,
22,LGA2011-3 Narrow,Intel C612,Black / Green,False,ATX,,Supermicro,1000 GB,8 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,2 x 1000 Mbit/s,True,True,,MBD-X10SRL-F-O / X10SRL-F-O,True,,10,,False,,,,
23,LGA1151,Intel Z390,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Pro4,True,,6,,False,,,,
24,LGA1151,Intel H310,Silver / Black,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME H310M-A,False,,4,,False,,,,
25,AM4,AMD X370,Black / White,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 Pro4,False,,6,,False,,,,
26,LGA1151,Intel Z370,Black / Silver,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370M Pro4 / 90-MXB660-A0UAYZ,True,,6,,False,,,,
27,LGA2066,Intel X299,Black / Silver,True,ATX,,MSI,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,False,,X299 GAMING PRO CARBON,True,,8,,3-way SLI,1,,,
28,LGA1151,Intel B360,Black,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,Fatal1ty B360 Gaming K4,1 x 1000 Mbit/s,True,Depends on CPU,,B360 Gaming K4,False,,6,,False,,,,
29,LGA1151,Intel H310,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M-HDV,False,,4,,False,,,,
30,LGA1151,Intel Z370,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Fatal1ty Z370 Gaming-ITX/ac / Z370 Gaming-ITX/ac / 90-MXB670-A0UAYZ,False,,6,,False,,,,
31,LGA1151,Intel Z390,Black / Silver,True,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400 / 4500,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MPG Z390M GAMING EDGE AC / Z390MEDGEAC,True,,4,,True,,,,
32,AM4,AMD X370,Black / White,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,False,,X370 Taichi / 90-MXB500-A0UAYZ,True,,10,,True,,,,
33,LGA1151,Intel Z170,Black / Orange,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170A-X1/3.1,True,,6,,False,,,,
34,LGA1151,Intel Z170,Black / Gold,False,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170 Extreme6,True,,4,2,False,,,,
35,LGA2066,Intel X299,Black,True,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200,,,,,2 x 1000 Mbit/s,True,False,,X299M GAMING PRO CARBON AC,True,,8,,3-way SLI,,,,
36,LGA1151,Intel H110,Black,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-H110M-S2H,False,,4,,False,,,,
37,AM4,AMD X370,Black / Red,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,2 x 1000 Mbit/s,True,False,,Fatal1ty X370 Professional Gaming / X370 Professional Gaming,True,,10,,True,,,,
38,LGA2066,Intel X299,Black / Silver,True,ATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333 / 4400,,,,,2 x 1000 Mbit/s,True,False,,X299 DESIGNARE EX,True,,8,,3-way SLI,,,,
39,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 AORUS ELITE / GA-Z390-AORUS-ELITE,True,,6,,False,,,,
40,LGA1151,Intel B360,Silver / Black,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360M DS3H,False,,6,,False,,,,
41,TR4,AMD X399,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3600,,,,Fatal1ty X399 Professional Gaming,"1 x 10 Gbit/s, 2 x 1000 Mbit/s",True,False,,X399 Professional Gaming / Fatal1ty X399 Professional Gaming,True,,8,,4-way SLI,1,,,
42,LGA1151,Intel C246,Black / Silver,True,ATX,,Gigabyte,128 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,C246-WU4,True,,10,,False,,,,
43,LGA2066,Intel X299,Black / Silver,True,SSI CEB,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2400 / 2666 / 3600 / 4000 / 4133,,,,,2 x 1000 Mbit/s,True,False,,WS X299 PRO/SE,True,,6,,3-way SLI,1,,,
44,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 AORUS PRO,False,,6,,True,,,,
45,2 x LGA2011-3 Narrow,Intel C612,Black / Blue,False,SSI EEB,,Asus,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133,,,,,2 x 1000 Mbit/s,True,True,,Z10PE-D16,True,,10,,False,,,,
46,LGA1151,Intel Z390,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266 / 4400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,ROG MAXIMUS XI FORMULA / 90MB0XU0-M0EAY0,True,,6,,True,,,,
47,AM4,AMD B450,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 AORUS PRO WIFI (rev. 1.0) / B450 AORUS PRO WIFI,True,,6,,False,,,,
48,LGA1151,Intel Z390,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z390M-ITX/ac / 90-MXB6Q0-A0UAYZ,True,,6,,False,,,,
49,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 AORUS PRO WIFI / GA-Z390-AORUS-PRO-WIFI,True,,6,,True,,,,
50,LGA1151,Intel B360,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360M-ITX/ac,False,,4,,False,,,,
51,LGA1151,Intel Z390,Black / Red,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 M GAMING,True,,6,,False,,,,
52,LGA1151,Intel H110,Black / Silver,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M PRO-D,False,,4,,False,,,,
53,AM4,AMD X470,Red / Black,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X470 GAMING PLUS,True,,6,,False,,,,
54,LGA1151,Intel Z390,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333 / 4500,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Phantom Gaming-ITX/ac,True,,4,,False,,,,
55,2 x LGA2011,Intel C602,Blue / White,True,SSI EEB,,ASRock,512 GB,16 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,4 x 1000 Mbit/s,False,True,,EP2C602-4L/D16,True,8,6,,True,,,,
56,AM4,AMD X470,Black / White,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Prime X470-Pro / 90MB0XG0-M0EAY0,True,,6,,True,,,,
57,LGA1151,Intel Z390,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,ROG STRIX Z390-F GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX Z390-F GAMING / ROG STRIX Z390-F GAMING,True,,6,,True,,,,
58,AM4,AMD X470,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,ROG Crosshair VII Hero,1 x 1000 Mbit/s,True,False,,Crosshair VII Hero / ROG Crosshair VII Hero,True,,6,,True,,,,
59,LGA1151,Intel Z390,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MPG Z390 GAMING PRO CARBON / Z390GPCAR / Z390 GAMING PRO CARBON,True,,6,,True,,,,
60,AM4,AMD X370,Black / Red,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Fatal1ty X370 Gaming K4 / X370 Gaming K4,True,,6,,True,,,,
61,LGA1151,Intel Z370,Brown / Black,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370-A PRO,True,,6,,False,,,,
62,LGA1151,Intel Z390,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400 / 4500,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MEG Z390 ACE / Z390ACE,True,,6,,True,,,,
63,AM4,AMD B350,Black / Red,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-AB350N-Gaming WIFI (rev. 1.0) / GA-AB350N-Gaming WIFI,True,,4,,False,,,,
64,LGA1151,Intel Z390,Black / Red,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 GAMING X / GA-Z390-GAMING-X,True,,6,,False,,,,
65,AM4,AMD A320,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,A320M-ITX,True,,4,,False,,,,
66,LGA1151,Intel B250,Green / Black,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B250M-C-CSM / PRIME B250M-C/CSM,False,,6,,False,,,,
67,AM4,AMD X470,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,Fatal1ty X470 Gaming-ITX/ac,1 x 1000 Mbit/s,True,Depends on CPU,,X470 Gaming-ITX/ac,True,,4,,False,,,,
68,LGA1151,Intel Z390,Black,True,EATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400 / 4500 / 4600,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,MEG Z390 GODLIKE / Z390GODLIKE,True,,6,,True,,,,
69,LGA1151,Intel B250,Black / White,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B250M-HDV,False,,6,,False,,,,
70,2 x LGA2011-3 Narrow,Intel C612,Black / Green,False,EATX,,Supermicro,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133,,,,,2 x 1000 Mbit/s,True,True,,MBD-X10DRI-O / X10DRI-O,True,,10,,False,,,,
71,LGA1155,Intel C204,Green,False,Micro ATX,,Supermicro,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,False,True,,MBD-X9SCM-F-O,True,,6,,False,,,,
72,LGA1151,Intel Z390,Black / Gold,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF Z390-PRO GAMING,True,,6,,True,,,,
73,LGA1151,Intel H370,Black / Orange,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370 AORUS Gaming 3 WIFI / GA-H370 AORUS GAMING 3 WIFI,True,,6,,False,,,,
74,LGA1155,Intel Z68,Black / Blue,True,ATX,,Intel,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,DZ68BC,1 x 1000 Mbit/s,True,Depends on CPU,,BOXDZ68BC,False,4,4,,True,,,,1
75,AM4,AMD B450,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 Steel Legend,True,,6,,False,,,,
76,LGA2066,Intel X299,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4400,,,,,2 x 1000 Mbit/s,True,False,,X299 Taichi XE,True,,8,,3-way SLI,,,,
77,AM4,AMD B450,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 TOMAHAWK,True,,6,,False,,,,
78,LGA1151,Intel H110,Black / Gold,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-A/M.2,False,,4,,False,,,,
79,LGA2066,Intel X299,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,2 x 1000 Mbit/s,True,False,,X299 Taichi,True,,8,,3-way SLI,,,,
80,TR4,AMD X399,Black,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3600,,,,,2 x 1000 Mbit/s,True,False,,X399M Taichi,True,,8,,True,,,,
