,Boost Clock,Chipset,Color,Core Clock,CrossFire Support,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DisplayPort,Fan,HDMI,Interface,Length,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Part Number,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,VirtualLink
217,1.266 GHz,Radeon RX 570,Black / Red,1.168 GHz,4-way CrossFire,1,,,1,True,1,PCI-Express x16,"240 mm / 9.449""",Asus,8 GB,GDDR5,,,,AREZ-EX-RX570-O8G,,False,True,,150 W,,,
218,1.83 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"307 mm / 12.087""",MSI,8 GB,GDDR6,,,,GeForce RTX 2070 GAMING Z 8G / RTX 2070 GAMING Z 8G,,False,,True,185 W,,,1
219,1.442 GHz,GeForce GTX 1050 Ti,,1.303 GHz,False,1,,,1,True,1,PCI-Express x16,"182 mm / 7.165""",Asus,4 GB,GDDR5,,,,GTX1050TI-O4G-LP-BRK,,False,,True,75 W,,,
220,,FirePro W7100,Black / Red,824 MHz,False,,,,4,True,,PCI-Express x16,"279 mm / 10.984""",AMD,8 GB,GDDR5,,,,100-505724,,False,,,150 W,,,
221,1.759 GHz,GeForce RTX 2060,,1.365 GHz,False,,,,2,True,2,PCI-Express x16,"300 mm / 11.811""",Asus,6 GB,GDDR6,,,,ROG-STRIX-RTX2060-A6G-GAMING / 90YV0CI1-M0NA00 / ROG-STRIX-RTX2060-A6G-GAM,,False,,True,160 W,,,
222,1.386 GHz,Radeon RX 580,Black / Red,1.366 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",XFX,4 GB,GDDR5,,,,RX-580P427D6,,False,True,,185 W,,,
223,1.759 GHz,GeForce GTX 1060 6GB,Black / White,1.544 GHz,False,1,,,2,True,2,PCI-Express x16,"275 mm / 10.827""",MSI,6 GB,GDDR5,,,,GeForce GTX 1060 ARMOR 6G OCV1 / GTX 1060 ARMOR 6G OCV1,,False,,True,120 W,,,
224,,GeForce RTX 2080,Black,,False,,,,2,True,1,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,TURBO-RTX2080-8G / 90YV0C31-M0NM00,,True,,True,215 W,,,1
225,1.38 GHz,Radeon RX 580,Black / Silver,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"242 mm / 9.528""",Asus,8 GB,GDDR5,,,,DUAL-RX580-O8G,,False,True,,185 W,,,
226,1.771 GHz,GeForce GTX 1080,Black / Red,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",MSI,8 GB,GDDR5X,,,Geforce GTX 1080 GAMING 8G,GTX 1080 GAMING 8G,,True,,True,180 W,,,
227,1.34 GHz,Radeon RX 580,Black / Red,1.257 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"198 mm / 7.795""",MSI,8 GB,GDDR5,,,,RX 580 8G V1,,False,True,,185 W,,,
228,1.74 GHz,GeForce RTX 2070,Black / Gray,1.62 GHz,False,,,,3,True,1,PCI-Express x16,"280.35 mm / 11.037""",Gigabyte,8 GB,GDDR6,,,,GV-N2070GAMING OC-8GC,,False,,True,185 W,,,1
229,1.506 GHz,GeForce GTX 1050 Ti,Black / White,1.392 GHz,False,1,,,1,True,1,PCI-Express x16,"174 mm / 6.85""",Zotac,4 GB,GDDR5,,,,ZT-P10510B-10L,,False,,True,75 W,,,
230,1.8 GHz,GeForce RTX 2080,Black / Clear,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"265.63 mm / 10.458""",EVGA,8 GB,GDDR6,,,,08G-P4-2184-KR,,True,,True,215 W,,,1
231,1.71 GHz,GeForce RTX 2070,Black / Silver,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"314 mm / 12.362""",MSI,8 GB,GDDR6,,,,RTX 2070 DUKE 8G OCV1,,False,,True,185 W,,,1
232,1.797 GHz,GeForce GTX 1070,Black / Gray,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5,,,,08G-P4-6276-KR,,True,,True,215 W,,,
233,1.367 GHz,GeForce GTX 960,Black / Silver,1.304 GHz,False,,,1,3,True,1,PCI-Express x16,"257 mm / 10.118""",EVGA,4 GB,GDDR5,,,,04G-P4-3969-KR,,True,,True,120 W,,,
234,1.62 GHz,GeForce GTX 1080 Ti,Black,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"211 mm / 8.307""",Zotac,11 GB,GDDR5X,,,,ZT-P10810G-10P,,True,,True,250 W,,,
235,1.137 GHz,GeForce GTX 760,Black / Silver,1.072 GHz,False,1,,1,1,True,1,PCI-Express x16,"241 mm / 9.488""",EVGA,2 GB,GDDR5,,,,02G-P4-3765-KR,,3-way SLI,,True,170 W,,,
236,1.199 GHz,Radeon RX 560 - 896,Black / Orange,1.176 GHz,True,1,,,1,True,1,PCI-Express x16,"170 mm / 6.693""",Gigabyte,4 GB,GDDR5,,,,GV-RX560OC-4GD REV2.0,,False,True,,75 W,,,
237,1.304 GHz,GeForce GTX 960,Black / Red,1.241 GHz,False,,,1,3,True,1,PCI-Express x16,"267 mm / 10.512""",MSI,4 GB,GDDR5,,,,GTX 960 GAMING 4G / V320-034R,,True,,True,120 W,,,
238,1.665 GHz,GeForce RTX 2070,Black / White,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,DUAL-RTX2070-A8G,,False,,True,185 W,,,1
239,,Quadro K6000,Black / Silver,902 MHz,False,1,,1,2,True,,PCI-Express x16,"267 mm / 10.512""",PNY,12 GB,GDDR5,,,,VCQK6000-PB,,True,,,225 W,,,
240,1.08 GHz,Radeon Pro WX 7100,Blue,900 MHz,True,,,,4,True,,PCI-Express x16,"242 mm / 9.528""",AMD,8 GB,GDDR5,,,,RADEON PRO WX 7100 / 100-505826,,False,True,,150 W,,,
241,1.411 GHz,Radeon RX 580,Black,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"260 mm / 10.236""",Sapphire,4 GB,GDDR5,,,,11265-07-20G / 100411NT+4GL,,False,True,,235 W,,,
242,1.815 GHz,GeForce GTX 1660,Black / White,1.53 GHz,False,1,,,1,True,1,PCI-Express x16,"174 mm / 6.85""",Asus,6 GB,GDDR5,,,,PH-GTX1660-6G,,False,,True,120 W,,,
243,1.835 GHz,GeForce GTX 1060 3GB,Black / Silver,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,3 GB,GDDR5,,,,03G-P4-6167-KR,,False,,True,120 W,,,
244,1.65 GHz,GeForce RTX 2070,Black / Silver,1.41 GHz,False,,,,2,True,1,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,TURBO-RTX2070-8G,,False,,True,185 W,,,1
245,1.544 GHz,GeForce GTX 1050,Black,1.43 GHz,False,1,,,1,True,1,PCI-Express x16,"229 mm / 9.016""",EVGA,2 GB,GDDR5,,,,02G-P4-6154-KR,,False,,True,75 W,,,
246,1.62 GHz,GeForce RTX 2070,Silver / Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"226 mm / 8.898""",MSI,8 GB,GDDR6,,,MSI RTX 2070 Ventus 8G Video Card,RTX 2070 Ventus 8G,,False,,True,185 W,,,
247,1.815 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"308 mm / 12.126""",Zotac,8 GB,GDDR6,,,,ZT-T20700C-10P,,False,,True,185 W,,,1
248,1.657 GHz,GeForce GTX 1080 Ti,White / Orange,1.518 GHz,False,1,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,11 GB,GDDR5X,,,,GV-N108TGAMING OC-11GD / GV-N108TGAMING-OC-11GD,,True,,True,250 W,,,
249,1.708 GHz,GeForce GTX 1060 3GB,Black / White,1.506 GHz,False,1,,,2,True,2,PCI-Express x16,"183 mm / 7.205""",Asus,3 GB,GDDR5,,,,PH-GTX1060-3G,,False,,True,120 W,,,
250,1.43 GHz,GeForce GT 1030 DDR4,Black,1.189 GHz,False,,,,1,True,1,PCI-Express x16,"150 mm / 5.906""",MSI,2 GB,DDR4,,,,GT 1030 2GD4 LP OC,,False,,,30 W,,,
251,1.455 GHz,GeForce GTX 1050 Ti,Black / White,1.341 GHz,False,1,,,1,True,1,PCI-Express x16,"155 mm / 6.102""",MSI,4 GB,GDDR5,,,,GTX 1050 Ti AERO ITX 4G OC,,False,,True,75 W,,,
252,1.471 GHz,Radeon RX VEGA 56,Black / Red,1.156 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",ASRock,8 GB,HBM2,,,,RX VEGA 56 8G,,False,True,,210 W,,,
253,1.784 GHz,GeForce GTX 1070,Black / Gray,1.594 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5,,,,08G-P4-6178-KR,,True,,True,170 W,,,
254,1.266 GHz,Radeon RX 570,Black / Red,1.168 GHz,4-way CrossFire,1,,,1,True,1,PCI-Express x16,"240 mm / 9.449""",Asus,8 GB,GDDR5,,,,EX-RX570-O8G,,False,True,,150 W,,,
255,1.708 GHz,GeForce GTX 1060 6GB,Black / White,1.506 GHz,False,1,,,2,True,2,PCI-Express x16,,Asus,6 GB,GDDR5,,,,PH-GTX1060-6G,,False,,True,120 W,,,
256,1.5 GHz,Radeon Pro WX 9100,Blue,1.2 GHz,True,,,,,True,,PCI-Express x16,"267 mm / 10.512""",AMD,16 GB,HBM2,6,,,100-505957,,False,True,,300 W,,,
257,1.293 GHz,Radeon RX 570,Black / Red,1.168 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"276 mm / 10.866""",MSI,4 GB,GDDR5,,,,RX 570 GAMING X 4G,,False,True,,150 W,,,
258,1.56 GHz,Radeon RX 590,Blue / White,1.469 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"260 mm / 10.236""",Sapphire,8 GB,GDDR5,,,,11289-01-20G / 100415NT+8GSEL,,False,True,,250 W,,,
259,1.721 GHz,GeForce GTX 1070 Ti,,1.607 GHz,False,1,,,2,True,2,PCI-Express x16,"267 mm / 10.512""",Asus,8 GB,GDDR5,,,,TURBO-GTX1070TI-8G,,True,,True,180 W,,,
260,1.755 GHz,GeForce RTX 2080 Ti,Clear / Black,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"301.925 mm / 11.887""",EVGA,11 GB,GDDR6,,,,11G-P4-2487-KR,,True,,True,250 W,,,1
261,1.38 GHz,Radeon RX 580,Black,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,8 GB,GDDR5,,,,ROG-STRIX-RX580-O8G-GAMING / STRIX-RX580-O8G-GAMING,,False,True,,185 W,,,
262,1.367 GHz,GeForce GTX 960,Black / Silver,1.304 GHz,False,,,1,3,True,1,PCI-Express x16,"257 mm / 10.118""",EVGA,4 GB,GDDR5,,,,04G-P4-3968-KR,,True,,True,120 W,,,
263,,Radeon R9 380,Black / Red,990 MHz,True,1,,1,1,True,1,PCI-Express x16,"271 mm / 10.669""",Asus,2 GB,GDDR5,,,,STRIX-R9380-DC2OC-2GD5-GAMING / 90YV08D0-M0NA00 / STRIX-R9380DC2OC2GD5,,False,True,,190 W,,,
264,1.27 GHz,Radeon RX 570,Black,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"236.2 mm / 9.299""",ASRock,8 GB,GDDR5,,,,PG D RADEON RX570 8G OC,,False,True,,150 W,,,
265,1.468 GHz,GeForce GT 1030,Black,1.227 GHz,False,1,,,,True,1,PCI-Express x16,"173 mm / 6.811""",Zotac,2 GB,GDDR5,,,,ZT-P10300A-10L,,False,,,30 W,,,
266,1.206 GHz,Radeon RX 550 - 512,Black / Red,1.1 GHz,True,1,,,1,True,1,PCI-Express x16,"158 mm / 6.22""",Sapphire,4 GB,GDDR5,,,,11268-01-20G / 100414P4GL,,False,True,,65 W,,,
267,1.6 GHz,Radeon RX 590,Black / Red,1.58 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",XFX,8 GB,GDDR5,,,,RX-590P8DFD6 / RX-590P8DLD6,,False,True,,225 W,,,
268,1.35 GHz,Radeon RX 580,Black,,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"255 mm / 10.039""",PowerColor,8 GB,GDDR5,,,,AXRX 580 8GBD5-3DHDV2/OC,,False,True,,185 W,,,
269,1.708 GHz,GeForce GTX 1060 6GB,Black / White,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",MSI,6 GB,GDDR5,,,,GEFORCE GTX 1060 ARMOR 6G OC / GTX 1060 ARMOR 6G OC,,False,,True,120 W,,,
270,1.797 GHz,GeForce GTX 1080,Black / White,1.657 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",MSI,8 GB,GDDR5X,,,,GeForce GTX 1080 ARMOR 8G OC,,True,,True,180 W,,,
271,1.845 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,1,,,1,True,1,PCI-Express x16,"189.89 mm / 7.476""",EVGA,6 GB,GDDR6,,,,06G-P4-1263-KR,,False,,True,130 W,,,
272,1.62 GHz,GeForce RTX 2070,Black,1.41 GHz,False,1,,,3,True,1,PCI-Express x16,"211 mm / 8.307""",Zotac,8 GB,GDDR6,,,,ZT-T20700E-10P,,False,,True,185 W,,,
273,1.56 GHz,Radeon RX VEGA 64,Black / Orange,1.247 GHz,4-way CrossFire,,,,3,True,3,PCI-Express x16,"274 mm / 10.787""",Gigabyte,8 GB,HBM2,,,,GV-RXVEGA64GAMING OC-8GD,,False,True,,295 W,,,
274,1.455 GHz,Quadro P1000,Black,1.354 GHz,False,,,,,True,,PCI-Express x16,"145 mm / 5.709""",PNY,4 GB,GDDR5,4,,,VCQP1000-PB,,False,,,47 W,,,
275,1.544 GHz,GeForce GTX 1050,Black / Red,1.404 GHz,False,1,,,1,True,1,PCI-Express x16,"203 mm / 7.992""",Asus,2 GB,GDDR5,,,,CERBERUS-GTX1050-O2G,,False,,True,75 W,,,
276,1.83 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,,,,2,True,2,PCI-Express x16,"301 mm / 11.85""",Asus,6 GB,GDDR6,,,,ROG-STRIX-GTX1660TI-A6G-GAMING,,False,,True,120 W,,,
277,,GeForce GTX 780,Black / Silver,967 MHz,False,1,,1,1,True,1,PCI-Express x16,"266 mm / 10.472""",EVGA,3 GB,GDDR5,,,,03G-P4-2784-KR,,3-way SLI,,True,250 W,,,
278,,GeForce GT 730,Black,902 MHz,False,1,,,,False,1,PCI-Express x16,"137 mm / 5.394""",Asus,2 GB,DDR3,,,,GT730-SL-2GD3-BRK,,False,,,49 W,1,,
279,1.076 GHz,GeForce GTX 980 Ti,Black / Silver,1 GHz,False,,,1,3,True,1,PCI-Express x16,"267 mm / 10.512""",PNY,6 GB,GDDR5,,,,VCGGTX980T6XPB-CG,,4-way SLI,,True,250 W,,,
280,1.62 GHz,GeForce RTX 2070,Black / Silver,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"169.99 mm / 6.693""",Gigabyte,8 GB,GDDR6,,,,GV-N2070IX-8GC,,False,,True,185 W,,,1
281,,Quadro NVS 420,Black / Green,,False,,,,,True,,PCI-Express x1,,PNY,512 MB,GDDR3,,,,VCQ420NVS-X1-DVI-PB,,False,,,40 W,,1,
282,1.178 GHz,GeForce GTX 960,Black,1.127 GHz,False,,,1,3,True,1,PCI-Express x16,"257 mm / 10.118""",EVGA,2 GB,GDDR5,,,,02G-P4-2963-KR,,True,,True,120 W,,,
283,1.77 GHz,Quadro RTX 6000,Black / Silver,1.44 GHz,False,,,,4,True,,PCI-Express x16,"266.7 mm / 10.5""",PNY,24 GB,GDDR6,,,,VCQRTX6000-PB,,True,,,295 W,,,1
284,1.48 GHz,GeForce GTX 1050 Ti,Black / Red,1.341 GHz,False,1,,,1,True,1,PCI-Express x16,"203 mm / 7.992""",Asus,4 GB,GDDR5,,,,CERBERUS-GTX1050TI-O4G,,False,,True,75 W,,,
285,1.65 GHz,GeForce RTX 2080 Ti,Clear / Black,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"269.83 mm / 10.623""",EVGA,11 GB,GDDR6,,,,11G-P4-2387-KR,,True,,True,250 W,,,1
286,1.518 GHz,GeForce GT 1030,Black,1.265 GHz,False,,,,1,False,1,PCI-Express x16,"153 mm / 6.024""",MSI,2 GB,GDDR5,,,,GT 1030 2GH LP OC,,False,,,30 W,,,
287,1.455 GHz,GeForce GTX 1050 Ti,Black / White,1.341 GHz,False,1,,,1,True,1,PCI-Express x16,"215 mm / 8.465""",MSI,4 GB,GDDR5,,,,GTX 1050 Ti 4GT OC / GEFORCE GTX 1050 TI 4GT OC,,False,,True,75 W,,,
288,1.847 GHz,GeForce GTX 1060 6GB,Black / Orange,1.594 GHz,False,1,,,3,True,1,PCI-Express x16,"278 mm / 10.945""",Gigabyte,6 GB,GDDR5,,,,GV-N1060G1 GAMING-6GD,,False,,True,120 W,,,
289,,FirePro W2100,Black / Red,630 MHz,False,,,,2,True,,PCI-Express x16,,AMD,2 GB,DDR3,,,FirePro W2100,100-505821,,False,,,26 W,,,
290,1.195 GHz,Radeon RX 550 - 512,Black / Orange,1.183 GHz,True,1,,,1,True,1,PCI-Express x16,"170 mm / 6.693""",Gigabyte,2 GB,GDDR5,,,,GV-RX550D5-2GD,,False,True,,75 W,,,
291,1.46 GHz,GeForce GT 1030 DDR4,Black,1.189 GHz,False,1,,,,False,1,PCI-Express x8,"145 mm / 5.709""",EVGA,2 GB,DDR4,,,,02G-P4-6232-KR,,False,,,30 W,,,
292,1.635 GHz,GeForce RTX 2080 Ti,Silver / Black,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",MSI,11 GB,GDDR6,,,GeForce RTX 2080 TI VENTUS 11G OC,RTX 2080 TI VENTUS 11G OC,,True,,True,250 W,,,1
293,1.89 GHz,GeForce GTX 1660 Ti,Black / Gray,1.5 GHz,False,,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,6 GB,GDDR6,,,,GV-N166TAORUS-6GD,,False,,True,120 W,,,
294,1.573 GHz,Radeon RX VEGA 56,,1.297 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,8 GB,HBM2,,,,ROG-STRIX-RXVEGA56-O8G-GAMING,,False,True,,210 W,,,
295,,Radeon HD 6450,Black / Blue,,False,,,1,,False,1,PCI-Express x16,,Sapphire,1 GB,DDR3,,,,100322L,,False,,,27 W,1,,
296,1.255 GHz,Radeon RX 570,Black / Orange,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"232 mm / 9.134""",Gigabyte,4 GB,GDDR5,,,,GV-RX570GAMING-4GD,,False,True,,150 W,,,
297,1.582 GHz,Titan Xp,Black,1.48 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",NVIDIA,12 GB,GDDR5X,,,,900-1G611-2530-000,,True,,True,250 W,,,
298,1.71 GHz,GeForce RTX 2070,Clear / Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"269.2 mm / 10.598""",EVGA,8 GB,GDDR6,,,,08G-P4-2172-KR,,False,,True,185 W,,,1
299,,GeForce GT 710,Black,954 MHz,False,1,,,,True,1,PCI-Express x8,"115 mm / 4.528""",EVGA,2 GB,DDR3,,,,02G-P3-2713-KR,,False,,,19 W,1,,
300,1.86 GHz,GeForce GTX 1650,Black,1.485 GHz,False,,,,2,True,1,PCI-Express x16,"245 mm / 9.646""",MSI,4 GB,GDDR5,,,,GeForce GTX 1650 GAMING X 4G / GTX 1650 GAMING X 4G,,False,,True,75 W,,,
301,,Radeon R7 240,Black,700 MHz,True,1,,,,True,,PCI-Express x16,"150 mm / 5.906""",XFX,4 GB,DDR3,,,,R7-240A-4NF4,,False,,,30 W,1,,
302,1.75 GHz,Radeon VII,Silver,1.4 GHz,False,,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",ASRock,16 GB,HBM2,,,,PG X R VII 16G / 90-GA1100-00UANW / RVEGA2-GAMING-X-16GB / Radeon VII 16G / Phantom Gaming X Radeon VII 16G,,False,True,,295 W,,,
303,,GeForce RTX 2080 Ti,Black / Clear,,False,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",EVGA,11 GB,GDDR6,,,,11G-P4-2383-KR,,True,,True,250 W,,,
304,1.37 GHz,Radeon RX 580,Black / Silver,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"236.2 mm / 9.299""",ASRock,8 GB,GDDR5,,,,PG D RADEON RX580 8G OC / PHANTOM D RX580 8G OC,,False,True,,185 W,,,
305,1.83 GHz,GeForce GTX 1660 Ti,Black / Gray,1.5 GHz,False,,,,1,True,2,PCI-Express x16,"205 mm / 8.071""",Asus,6 GB,GDDR6,,,,TUF-GTX1660TI-O6G-GAMING,,False,,True,120 W,,,
306,,GeForce GT 710,Black,954 MHz,False,1,,,,False,1,PCI-Express x16,"146 mm / 5.748""",Zotac,1 GB,DDR3,,,,ZT-71301-20L,,False,,,19 W,1,,
307,1.48 GHz,Quadro P4000,Black / Green,1.227 GHz,False,,,,4,True,,PCI-Express x16,"242 mm / 9.528""",PNY,8 GB,GDDR5,,,,VCQP4000-PB,,True,,,105 W,,,
308,1.733 GHz,GeForce GTX 1080,Black / Red,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",PNY,8 GB,GDDR5X,,,,VCGGTX10808PB,,True,,True,180 W,,,
309,1.759 GHz,GeForce GTX 1060 6GB,Black / White,1.544 GHz,False,,,1,3,True,1,PCI-Express x16,"247 mm / 9.724""",MSI,6 GB,GDDR5,,,,GEFORCE GTX 1060 6GT OC / GEFORCE GTX 1060 6GT OCV1 / GTX 1060 6GT OC / GTX 1060 6GT OCV1,,False,,True,120 W,,,
310,,Radeon RX 580,Black / Red,1.34 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"266.7 mm / 10.5""",Diamond,8 GB,GDDR5,,,,RX580D58G,,False,True,,185 W,,,
311,1.52 GHz,Radeon RX VEGA 56,Black / Red,1.181 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",MSI,8 GB,HBM2,,,,RX Vega 56 Air Boost 8G OC,,False,True,,210 W,,,
312,1.733 GHz,GeForce GTX 1070 Ti,Black / Orange,1.645 GHz,False,1,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,8 GB,GDDR5,,,,GV-N107TGAMING OC-8GD,,True,,True,180 W,,,
313,1.411 GHz,Radeon RX 580,Black,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"260 mm / 10.236""",Sapphire,8 GB,GDDR5,,,,11265-01-20G / 100411NT+8GL,,False,True,,225 W,,,
314,1.8 GHz,GeForce GTX 1660 Ti,Black / Gray,1.5 GHz,False,,,,3,True,1,PCI-Express x16,"225.65 mm / 8.884""",Gigabyte,6 GB,GDDR6,,,,GV-N166TOC-6GD,,False,,True,120 W,,,
315,1.468 GHz,GeForce GTX 1050 Ti,Black / Orange,1.354 GHz,False,1,,,1,True,3,PCI-Express x16,"229 mm / 9.016""",Gigabyte,4 GB,GDDR5,,,,GV-N105TWF2OC-4GD,,False,,True,75 W,,,
316,975 MHz,Radeon Pro WX 4100,Blue,925 MHz,False,,,,,True,,PCI-Express x8,"168 mm / 6.614""",AMD,4 GB,GDDR5,4,,,RADEON PRO WX 4100 / 100-506008,,False,True,,50 W,,,
317,1.708 GHz,GeForce GTX 1060 6GB,Black,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"211 mm / 8.307""",Zotac,6 GB,GDDR5X,,,,ZT-P10620A-10M,,False,,True,120 W,,,
318,1.295 GHz,Radeon RX 560 - 896,Black / Red,1.175 GHz,True,1,,,1,True,1,PCI-Express x16,"170 mm / 6.693""",XFX,4 GB,GDDR5,,,,RX-560D4SFG5,,False,True,,75 W,,,
319,,GeForce GT 730,Black,700 MHz,False,,,1,,True,1,PCI-Express x16,"144 mm / 5.669""",EVGA,2 GB,DDR3,,,,02G-P3-2732-KR,,False,,,49 W,,,
320,,GeForce GT 710,Blue / Silver,954 MHz,False,1,,,,False,1,PCI-Express x16,"135 mm / 5.315""",Asus,2 GB,DDR3,,,,710-2-SL-CSM,,False,,,19 W,1,,
321,1.405 GHz,Radeon RX 580,Black / Red,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",XFX,8 GB,GDDR5,,,,RX-580P828D6,,False,True,,185 W,,,
322,1.531 GHz,GeForce GT 1030,Black / Blue,1.278 GHz,False,1,,,,True,1,PCI-Express x16,"184 mm / 7.244""",Asus,2 GB,GDDR5,,,,PH-GT1030-O2G,,False,,,30 W,,,
323,1.386 GHz,Radeon RX 580,Black / Red,1.366 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",XFX,8 GB,GDDR5,,,,RX-580P8DFD6,,False,True,,185 W,,,
324,1.478 GHz,Radeon RX VEGA 56,Black / Red,1.177 GHz,4-way CrossFire,,,,2,True,2,PCI-Express x16,"305 mm / 12.008""",PowerColor,8 GB,HBM2,,,,AXRX VEGA 56 8GBHBM2-2D2HD/OC,,False,True,,210 W,,,
