,Boost Clock,Chipset,Color,Core Clock,CrossFire Support,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DisplayPort,Fan,HDMI,Interface,Length,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Part Number,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,VirtualLink
325,1.518 GHz,GeForce GTX 1050,Black / Orange,1.379 GHz,False,1,,,1,True,1,PCI-Express x16,"191 mm / 7.52""",Gigabyte,2 GB,GDDR5,,,,GV-N1050OC-2GD,,False,,True,75 W,,,
326,,Radeon R7 370,Black / Red,985 MHz,True,1,,1,1,True,1,PCI-Express x16,"220 mm / 8.661""",PowerColor,2 GB,GDDR5,,,,AXR7 370 2GBD5-PPDHE,,False,,,110 W,,,
327,1.046 GHz,GeForce GTX 780,Black / Silver,993 MHz,False,1,,1,1,True,1,PCI-Express x16,"266 mm / 10.472""",EVGA,3 GB,GDDR5,,,,03G-P4-3788-KR,,3-way SLI,,True,250 W,,,
328,1.875 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,,,,3,True,1,PCI-Express x16,"247 mm / 9.724""",MSI,6 GB,GDDR6,,,,GTX 1660 Ti GAMING X 6G / GEFORCE GTX 1660 Ti GAMING X 6G,,False,,True,120 W,,,
329,1.425 GHz,Radeon RX 580,Black / Red,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"255 mm / 10.039""",PowerColor,8 GB,GDDR5,,,,AXRX 580 8GBD5-3DHG/OC,,False,True,,185 W,,,
330,1.206 GHz,Radeon RX 550 - 640,Black,1.071 GHz,True,1,,,1,True,1,PCI-Express x16,"192 mm / 7.559""",Asus,2 GB,GDDR5,,,,AREZ-PH-RX550-2G / 90YV0AG6-M0NA00,,False,True,,65 W,,,
331,,GeForce RTX 2080,Black,,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,DUAL-RTX2080-O8G,,True,,True,215 W,,,
332,1.86 GHz,GeForce RTX 2080,Black / Clear,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"290.83 mm / 11.45""",EVGA,8 GB,GDDR6,,,,08G-P4-2284-KR,,True,,True,215 W,,,1
333,,GeForce RTX 2080 Ti,Black / Clear,,False,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",EVGA,11 GB,GDDR6,,,,11G-P4-2382-KR,,True,,True,250 W,,,
334,1.545 GHz,GeForce RTX 2080 Ti,Black / Clear,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",EVGA,11 GB,GDDR6,,,,11G-P4-2281-KR,,True,,True,250 W,,,1
335,1.291 GHz,GeForce GTX 980 Ti,Black / Silver,1.19 GHz,False,,,1,3,True,1,PCI-Express x16,"280 mm / 11.024""",EVGA,6 GB,GDDR5,,,,06G-P4-4998-KR,,4-way SLI,,True,250 W,,,
336,1.755 GHz,GeForce RTX 2070,Silver / Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"314 mm / 12.362""",MSI,8 GB,GDDR6,,,,GeForce RTX 2070 DUKE 8G OC / RTX 2070 DUKE 8G OC,,False,,True,185 W,,,1
337,1.708 GHz,GeForce GTX 1060 6GB,Black,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"265 mm / 10.433""",PNY,6 GB,GDDR5,,,,VCGGTX10606PB,,False,,True,120 W,,,
338,1.86 GHz,GeForce RTX 2080,Black,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"327 mm / 12.874""",MSI,8 GB,GDDR6,,,,RTX 2080 GAMING X TRIO / GEFORCE RTX 2080 GAMING X TRIO / G2080GXT,,True,,True,215 W,,,1
339,,GeForce GT 710,Black,954 MHz,False,1,,,,True,1,PCI-Express x16,"114 mm / 4.488""",PNY,2 GB,DDR3,,,,VCGGT7102XPB,,False,,,19 W,1,,
340,,GeForce RTX 2070,Black / Silver,1.62 GHz,False,,,,3,True,1,PCI-Express x16,"280.35 mm / 11.037""",Gigabyte,8 GB,GDDR6,,,,GV-N2070GAMING-8GC,,False,,True,185 W,,,1
341,1.746 GHz,GeForce GTX 1080 Ti,Black / Silver,1.607 GHz,False,1,,,3,True,2,PCI-Express x16,"293 mm / 11.535""",Gigabyte,11 GB,GDDR5X,,,,GV-N108TAORUS X-11GD,,True,,True,250 W,,,
342,1.71 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"307 mm / 12.087""",MSI,8 GB,GDDR6,,,GeForce RTX 2070 GAMING X 8G,RTX 2070 GAMING X 8G / GeForce RTX 2070 GAMING X 8G,,False,,True,185 W,,,1
343,1.683 GHz,GeForce GTX 1080 Ti,Black,1.569 GHz,False,1,,,3,True,1,PCI-Express x16,"300 mm / 11.811""",EVGA,11 GB,GDDR5X,,,,11G-P4-6797-K2,,True,,True,250 W,,,
344,,Quadro K5200,Black,667 MHz,False,1,,1,2,True,,PCI-Express x16,"267 mm / 10.512""",PNY,8 GB,GDDR5,,,,VCQK5200-PB,,False,,,150 W,,,
345,1.683 GHz,GeForce GTX 1080 Ti,Black / Red,1.569 GHz,False,1,,,2,True,2,PCI-Express x16,"290 mm / 11.417""",MSI,11 GB,GDDR5X,,,,GeForce GTX 1080 Ti GAMING X 11G / GTX 1080 TI GAMING X / GTX 1080 TI GAMING X 11G,,True,,True,250 W,,,
346,1.785 GHz,GeForce GTX 1660,Black,1.53 GHz,False,,,,3,True,1,PCI-Express x16,"173.4 mm / 6.827""",Zotac,6 GB,GDDR5,,,,ZT-T16600F-10L,,False,,True,120 W,,,
347,,GeForce GT 730,Black / Silver,700 MHz,False,,,1,,True,1,PCI-Express x16,"152 mm / 5.984""",MSI,2 GB,DDR3,,,,N730-2GD3,,False,,,49 W,1,,
348,1.545 GHz,Radeon RX 590,Black,1.469 GHz,4-way CrossFire,1,,,1,True,1,PCI-Express x16,"255 mm / 10.039""",PowerColor,8 GB,GDDR5,,,,AXRX 590 8GBD5-DHD,,False,True,,225 W,,,
349,1.89 GHz,GeForce RTX 2080,Black,1.515 GHz,False,,,,3,True,3,PCI-Express x16,"290 mm / 11.417""",Gigabyte,8 GB,GDDR6,,,,GV-N2080AORUS X-8GC,,True,,True,215 W,,,
350,1.835 GHz,GeForce GTX 1060 3GB,Black,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,3 GB,GDDR5,,,,03G-P4-6162 / 03G-P4-6162-KR,,False,,True,120 W,,,
351,,GeForce GT 730,White,700 MHz,False,,,1,,True,1,PCI-Express x16,"145 mm / 5.709""",MSI,4 GB,DDR3,,,,N730-4GD3V2,,False,,,49 W,1,,
352,1.565 GHz,Radeon RX 590,Black,1.469 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,8 GB,GDDR5,,,,ROG-STRIX-RX590-8G-GAMING,,False,True,,225 W,,,
353,1.35 GHz,Radeon RX 580,Black / Red,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"255 mm / 10.039""",PowerColor,8 GB,GDDR5,,,,AXRX 580 8GBD5-3DHD/OC,,False,True,,185 W,,,
354,1.62 GHz,GeForce RTX 2070,Black,1.41 GHz,False,1,,,3,True,1,PCI-Express x16,"266.7 mm / 10.5""",PNY,8 GB,GDDR6,,,,VCG20708BLMPB,,False,,True,185 W,,,
355,1.31 GHz,Radeon RX 570,Black,1.168 GHz,4-way CrossFire,2,,,1,True,1,PCI-Express x16,"240 mm / 9.449""",Asus,4 GB,GDDR5,,,,ROG-STRIX-RX570-O4G-GAMING / STRIX-RX570-O4G-GAMING / 90YV0AJ0-M0NA00,,False,True,,150 W,,,
356,1.725 GHz,GeForce RTX 2070,Clear / Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"269.2 mm / 10.598""",EVGA,8 GB,GDDR6,,,,08G-P4-2173-KR,,False,,True,185 W,,,1
357,1.71 GHz,GeForce RTX 2060,Black / Silver,1.365 GHz,False,,,,2,True,2,PCI-Express x16,"268 mm / 10.551""",Asus,6 GB,GDDR6,,,,TURBO-RTX2060-6G / 90YV0CM0-M0NA00,,False,,True,160 W,,,
358,1.65 GHz,GeForce RTX 2070,Black / Silver,1.41 GHz,False,,,,2,True,2,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,TURBO-RTX2070-8G-EVO,,False,,True,185 W,,,
359,1.89 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,,,,2,True,2,PCI-Express x16,"301 mm / 11.85""",Asus,6 GB,GDDR6,,,,ROG-STRIX-GTX1660TI-O6G-GAMING,,False,,True,120 W,,,
360,1.47 GHz,Quadro P2000,Black,1.37 GHz,False,,,,4,True,,PCI-Express x16,"201 mm / 7.913""",PNY,5 GB,GDDR5,,,,VCQP2000-PB,,False,,,75 W,,,
361,1.417 GHz,GeForce GTX 1050 Ti,Black,1.303 GHz,False,1,,,1,True,1,PCI-Express x16,"145 mm / 5.709""",Zotac,4 GB,GDDR5,,,,ZT-P10510A-10L,,False,,True,75 W,,,
362,1.203 GHz,Radeon RX 550 - 512,Black / Silver,1.183 GHz,True,1,,,1,True,1,PCI-Express x16,"155 mm / 6.102""",MSI,4 GB,GDDR5,,,,RX 550 AERO ITX 4G OC,,False,True,,75 W,,,
363,,GeForce RTX 2080 Ti,Black,,False,,,,2,True,1,PCI-Express x16,"269 mm / 10.591""",Asus,11 GB,GDDR6,,,,TURBO-RTX2080TI-11G,,True,,True,250 W,,,
364,1.83 GHz,GeForce GTX 1660,Black,1.53 GHz,False,1,,,1,True,1,PCI-Express x16,"189.89 mm / 7.476""",EVGA,6 GB,GDDR5,,,,06G-P4-1163-KR,,False,,True,120 W,,,
365,,GeForce GT 710,Black,954 MHz,False,1,,,,True,1,PCI-Express x8,"115 mm / 4.528""",EVGA,1 GB,DDR3,,,,01G-P3-2711-KR,,False,,,19 W,1,,
366,,Quadro K2200,Black / Green,1.046 GHz,False,,,1,2,True,,PCI-Express x16,"202 mm / 7.953""",PNY,4 GB,GDDR5,,,,VCQK2200-PB,,False,,,35 W,,,
367,1.759 GHz,GeForce GTX 1060 6GB,Black,1.544 GHz,False,1,,,3,True,1,PCI-Express x16,"252 mm / 9.921""",PNY,6 GB,GDDR5,,,,VCGGTX10606XGPB-OC2,,False,,True,120 W,,,
368,1.075 GHz,GeForce GTX Titan X,Black / Silver,1 GHz,False,,,1,3,True,1,PCI-Express x16,"282 mm / 11.102""",EVGA,12 GB,GDDR5,,,,12G-P4-2990-KR,,4-way SLI,,True,250 W,,,
369,1.544 GHz,GeForce GT 1030,Black,1.29 GHz,False,1,,,,True,1,PCI-Express x16,"145 mm / 5.709""",EVGA,2 GB,GDDR5,,,,02G-P4-6333-KR,,False,,,30 W,,,
370,1.683 GHz,GeForce GTX 1070 Ti,,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"211 mm / 8.307""",Zotac,8 GB,GDDR5,,,,ZT-P10710G-10P,,True,,True,180 W,,,
371,1.295 GHz,Radeon RX 570,Black / Orange,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"232 mm / 9.134""",Gigabyte,4 GB,GDDR5,,,,GV-RX570AORUS-4GD,,False,True,,150 W,,,
372,1.512 GHz,Radeon RX VEGA 56,Black / Red,1.208 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"282 mm / 11.102""",Sapphire,8 GB,HBM2,,,,11276-02-40G / 100420PSR,,False,True,,180 W,,,
373,,Radeon RX 560 - 896,Black / Red,1.196 GHz,True,1,,,1,True,1,PCI-Express x16,"211 mm / 8.307""",XFX,2 GB,GDDR5,,,,RX-560D2SFG5,,False,True,,75 W,,,
374,1.71 GHz,GeForce RTX 2080,Clear / Black,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"269.2 mm / 10.598""",EVGA,8 GB,GDDR6,,,,08G-P4-2081-KR,,True,,True,215 W,,,1
375,1.32 GHz,Radeon RX 570,Black / Red,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"310 mm / 12.205""",PowerColor,4 GB,GDDR5,,,,AXRX 570 4GBD5-3DH/OC,,False,True,,150 W,,,
376,,GeForce RTX 2080,Black,,False,,,,3,True,1,PCI-Express x16,"285.5 mm / 11.24""",Gigabyte,8 GB,GDDR6,,,,GV-N2080GAMING OC-8GC,,True,,True,215 W,,,
377,1.835 GHz,GeForce GTX 1060 6GB,Black / Gray,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,6 GB,GDDR5,,,,06G-P4-6163-KR,,False,,True,120 W,,,
378,1.683 GHz,GeForce GTX 1070,Black / Silver,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",NVIDIA,8 GB,GDDR5,,,,9001G4112520001,,True,,True,150 W,,,
379,1.708 GHz,GeForce GTX 1070,Black / Silver,1.518 GHz,False,1,,,3,True,1,PCI-Express x16,"210 mm / 8.268""",Zotac,8 GB,GDDR5,,,,ZT-P10700G-10M,,True,,True,150 W,,,
380,1.206 GHz,Radeon RX 550 - 512,Black,1.1 GHz,True,1,,,1,True,1,PCI-Express x16,"180 mm / 7.087""",Sapphire,4 GB,GDDR5,,,,11268-09-20G / 100414P4GLP,,False,True,,65 W,,,
381,1.809 GHz,GeForce GTX 1060 6GB,Black / Red,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"277 mm / 10.906""",MSI,6 GB,GDDR5,,,,GEFORCE GTX 1060 GAMING X 6G / GTX 1060 GAMING X 6G,,False,,True,120 W,,,
382,1.847 GHz,GeForce GTX 1080,Black / Red,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",MSI,8 GB,GDDR5X,,,,GTX 1080 GAMING X 8G / GeForce GTX 1080 GAMING X 8G,,True,,True,180 W,,,
383,1.83 GHz,GeForce RTX 2080,White / Black,1.71 GHz,False,,,,3,True,1,PCI-Express x16,"286.5 mm / 11.28""",Gigabyte,8 GB,GDDR6,,,,GV-N2080GAMINGOC WHITE-8GC,,True,,True,215 W,,,1
384,1.38 GHz,Radeon RX 580,Black / White,1.257 GHz,4-way CrossFire,,,1,2,True,2,PCI-Express x16,"242 mm / 9.528""",Asus,4 GB,GDDR5,,,,DUAL-RX580-O4G,,False,True,,185 W,,,
385,1.75 GHz,Radeon VII,Silver,1.4 GHz,False,,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",Asus,16 GB,HBM2,,,,RADEONVII-16G,,False,True,,295 W,,,
386,,GeForce GTX 780,Black / Silver,941 MHz,False,1,,1,1,True,1,PCI-Express x16,"266 mm / 10.472""",EVGA,3 GB,GDDR5,,,,03G-P4-2783-KR,,3-way SLI,,True,250 W,,,
387,1.38 GHz,Radeon RX 580,,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"242 mm / 9.528""",Asus,8 GB,GDDR5,,,,AREZ-DUAL-RX580-O8G,,False,True,,185 W,,,
388,1.355 GHz,GeForce GTX 950,Black / Red,1.165 GHz,False,1,,1,1,True,1,PCI-Express x16,"221 mm / 8.701""",Asus,2 GB,GDDR5,,,STRIX-GTX950-DC2OC-2GD5-GAMING,STRIX-GTX950-DC2OC-2 / STRIX-GTX950-DC2OC-2GD5-GAMING,,True,,True,90 W,,,
389,1.06 GHz,Radeon R9 390,Black / Red,1 GHz,4-way CrossFire,2,,,1,True,1,PCI-Express x16,"277 mm / 10.906""",MSI,8 GB,GDDR5,,,,R9 390 GAMING 8G / V308-041R,,False,True,,275 W,,,
390,1.176 GHz,Radeon RX 560 - 896,Black,,True,1,,,1,True,1,PCI-Express x16,"225 mm / 8.858""",PowerColor,4 GB,GDDR5,,,,AXRX 560 4GBD5-DHA,,False,True,,75 W,,,
391,1.607 GHz,Radeon RX VEGA 64,Red / Black,1.417 GHz,4-way CrossFire,,,,2,True,2,PCI-Express x16,"316 mm / 12.441""",PowerColor,8 GB,HBM2,,,,AXRX VEGA 64 8GBHBM2-2D2H/OC,,False,True,,295 W,,,
392,,Radeon RX 570,Black / Red,1.328 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"243 mm / 9.567""",XFX,8 GB,GDDR5,,,,RX-570P8DBD6,,False,True,,150 W,,,
393,1.771 GHz,GeForce GTX 1060 6GB,Black / Silver,1.556 GHz,False,1,,,3,True,1,PCI-Express x16,"210 mm / 8.268""",Zotac,6 GB,GDDR5,,,,ZT-P10600B-10M,,False,,True,120 W,,,
394,1.873 GHz,GeForce GTX 1060 6GB,Black,1.62 GHz,False,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,6 GB,GDDR5,,,,ROG STRIX-GTX1060-O6G-GAMING / STRIX-GTX1060-O6G-GAMING / 90YV09Q0-M0NA00,,False,,True,120 W,,,
395,1.582 GHz,GeForce GTX 1080 Ti,Black / Silver,1.48 GHz,False,,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,11 GB,GDDR5X,,,,11G-P4-5390-KR,,True,,True,250 W,,,
396,,GeForce 8400 GS,Black / Green,520 MHz,False,,,1,,True,1,PCI-Express x16,"158 mm / 6.22""",EVGA,1 GB,DDR3,,,,01G-P3-1302-LR,,False,,,30 W,1,,
397,1.392 GHz,GeForce GTX 1050 Ti,Black / White,1.29 GHz,False,1,,,1,True,1,PCI-Express x16,"195 mm / 7.677""",Inno3D,4 GB,GDDR5,,,,N105T-1DDV-M5CM,,False,,True,75 W,,,
398,1.56 GHz,Radeon RX 590,Black / Red,1.469 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"278.81 mm / 10.977""",ASRock,8 GB,GDDR5,,,,PHANTOM GXR RX590 8G OC / RX590 8G OC,,False,True,,225 W,,,
399,1.683 GHz,GeForce GTX 1070 Ti,Silver / Black,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",NVIDIA,8 GB,GDDR5,,,,900-1G411-2510-000,,True,,True,180 W,,,
400,1.708 GHz,GeForce GTX 1060 6GB,Black / Gray,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,6 GB,GDDR5,,,,06G-P4-6161-KR,,False,,True,120 W,,,
401,1.576 GHz,Radeon RX 590,Black / Red,1.469 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"255 mm / 10.039""",PowerColor,8 GB,GDDR5,,,,AXRX 590 8GBD5-3DH/OC,,False,True,,225 W,,,
402,1.815 GHz,GeForce RTX 2080,Black / Clear,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"269.83 mm / 10.623""",EVGA,8 GB,GDDR6,,,,08G-P4-2187-KR,,True,,True,215 W,,,1
403,1.845 GHz,GeForce GTX 1660,Black,1.53 GHz,False,1,,,1,True,1,PCI-Express x16,"267.97 mm / 10.55""",EVGA,6 GB,GDDR5,,,,06G-P4-1167-KR,,False,,True,120 W,,,
404,1.518 GHz,GeForce GTX 1050,Black / White,1.404 GHz,False,1,,,1,True,1,PCI-Express x16,"177 mm / 6.969""",MSI,2 GB,GDDR5,,,,GTX 1050 2G OC / GeForce GTX 1050 2G OC / G10502C,,False,,True,75 W,,,
405,1.59 GHz,Radeon RX VEGA 64,Black / Red,1.247 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,8 GB,HBM2,,,,ROG-STRIX-RXVEGA64-O8G-GAMING / 90YV0B00-M0NM00,,False,True,,295 W,,,
406,1.62 GHz,GeForce RTX 2070,Black / Clear,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"269.2 mm / 10.598""",EVGA,8 GB,GDDR6,,,,08G-P4-2071-KR,,False,,True,185 W,,,1
407,1.355 GHz,GeForce GTX 950,Black,1.165 GHz,False,,,1,3,True,1,PCI-Express x16,"257 mm / 10.118""",EVGA,2 GB,GDDR5,,,,02G-P4-2956-KR,,True,,True,90 W,,,
408,1.86 GHz,GeForce GTX 1080,Black / Silver,1.721 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5X,,,,08G-P4-6288-KR,,True,,True,215 W,,,
409,1.366 GHz,Radeon RX 580,Black,1.257 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"230 mm / 9.055""",Sapphire,8 GB,GDDR5,,,,11265-05-20G / 100411P8GOCL,,False,True,,225 W,,,
410,1.62 GHz,GeForce RTX 2070,Black / Silver,1.41 GHz,False,1,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Zotac,8 GB,GDDR6,,,,ZT-T20700A-10P,,False,,True,185 W,,,
411,1.038 GHz,Quadro M5000,Black / Green,861 MHz,False,,,,4,True,,PCI-Express x16,"267 mm / 10.512""",PNY,8 GB,GDDR5,,,,VCQM5000-PB,,4-way SLI,,,150 W,,,
412,1.355 GHz,Radeon RX 580,Black / Orange,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"232 mm / 9.134""",Gigabyte,4 GB,GDDR5,,,,GV-RX580GAMING-4GD,,False,True,,185 W,,,
413,1.455 GHz,GeForce GTX 1050,Black,1.354 GHz,False,1,,,1,True,1,PCI-Express x16,"145 mm / 5.709""",Zotac,2 GB,GDDR5,,,,ZT-P10500A-10L,,False,,True,75 W,,,
414,1.67 GHz,GeForce GTX 1080 Ti,Black,1.556 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,11 GB,GDDR5X,,,,11G-P4-6393-KR,,True,,True,250 W,,,
415,1.6 GHz,Vega Frontier Edition Liquid,Gold / Blue,1.5 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",AMD,16 GB,HBM2,,,,100-506062 / 100-5056062,,False,True,,375 W,,,
416,1.38 GHz,Radeon RX 580,Black / Orange,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"232 mm / 9.134""",Gigabyte,4 GB,GDDR5,,,,GV-RX580AORUS-4GD,,False,True,,185 W,,,
417,,GeForce GTS 450,Black / Silver,700 MHz,False,,,1,,True,1,PCI-Express x16,"146 mm / 5.748""",MSI,1 GB,DDR3,,,,N450GTS-MD1GD3,,True,,,106 W,1,,
418,1.62 GHz,GeForce RTX 2070,Black / Clear,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"269.83 mm / 10.623""",EVGA,8 GB,GDDR6,,,,08G-P4-1171-KR,,False,,True,185 W,,,1
419,1.268 GHz,Radeon RX 570,Black / White,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"246 mm / 9.685""",MSI,8 GB,GDDR5,,,,RX 570 ARMOR 8G OC,,False,True,,150 W,,,
420,1.38 GHz,GeForce GTX 980,Black,1.279 GHz,False,1,,1,1,True,1,PCI-Express x16,"269 mm / 10.591""",EVGA,4 GB,GDDR5,,,,04G-P4-2986-KR,,4-way SLI,,True,165 W,,,
421,1.43 GHz,GeForce GT 1030,Black / White,1.189 GHz,False,,1,,,True,1,PCI-Express x16,"147 mm / 5.787""",MSI,2 GB,DDR4,,,,GT 1030 AERO ITX 2GD4 OC / GEFORCE GT 1030 AERO ITX 2GD4 OC,,False,,,20 W,,,
422,1.74 GHz,GeForce RTX 2070,White / Black,1.62 GHz,False,,,,3,True,1,PCI-Express x16,"280.35 mm / 11.037""",Gigabyte,8 GB,GDDR6,,,,GV-N2070GAMINGOC WHITE-8GC,,False,,True,185 W,,,1
423,1.518 GHz,GeForce GTX 1050,Black / White,1.404 GHz,False,1,,,1,True,1,PCI-Express x16,"155 mm / 6.102""",MSI,2 GB,GDDR5,,,,GTX 1050 AERO ITX 2G OC,,False,,True,75 W,,,
424,1.197 GHz,Radeon RX 560 - 896,Black,1.149 GHz,True,1,,,1,True,1,PCI-Express x16,"194 mm / 7.638""",Asus,4 GB,GDDR5,,,,ROG-STRIX-RX560-O4G-EVO-GAMING,,False,True,,75 W,,,
425,1.797 GHz,GeForce GTX 1070,Black / Gray,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5,,,,08G-P4-6676-KR,,True,,True,215 W,,,
426,1.733 GHz,GeForce GTX 1080,White / Black,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5X,,,,08G-P4-6581-KR,,True,,True,180 W,,,
427,1.815 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,1,,,1,True,1,PCI-Express x16,"167.894 mm / 6.61""",PNY,6 GB,GDDR6,,,,VCG1660T6SFPPB-O,,False,,True,120 W,,,
428,,GeForce RTX 2070,Black / Silver,1.62 GHz,False,,,,3,True,1,PCI-Express x16,"280.35 mm / 11.037""",Gigabyte,8 GB,GDDR6,,,,GV-N2070WF3-8GC,,False,,True,185 W,,,1
429,1.71 GHz,GeForce RTX 2080,Black,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"266.7 mm / 10.5""",PNY,8 GB,GDDR6,,,,VCG20808BLMPB,,True,,True,215 W,,,1
430,1.18 GHz,Quadro M2000,Black,872 MHz,False,,,,4,True,,PCI-Express x16,"168 mm / 6.614""",PNY,4 GB,GDDR5,,,,VCQM2000-PB,,True,,,75 W,,,
431,,GeForce RTX 2080 Ti,Black,1.35 GHz,False,,,,3,True,3,PCI-Express x16,"290 mm / 11.417""",Gigabyte,11 GB,GDDR6,,,,GV-N208TAORUS X-11GC,,True,,True,250 W,,,
432,1.219 GHz,Radeon Pro WX 3100,Blue,925 MHz,False,,,,1,True,,PCI-Express x16,"145 mm / 5.709""",AMD,4 GB,GDDR5,2,,,100-505999,,False,True,,65 W,,,
