,Boost Clock,Chipset,Color,Core Clock,CrossFire Support,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DisplayPort,Fan,HDMI,Interface,Length,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Part Number,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,VirtualLink
433,1.34 GHz,Radeon RX 580,Black / Red,1.257 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"243 mm / 9.567""",MSI,8 GB,GDDR5,,,,RX 580 8G,,False,True,,185 W,,,
434,1.493 GHz,GeForce GTX 1050 Ti,Black,1.379 GHz,False,1,,,1,True,1,PCI-Express x16,"257 mm / 10.118""",EVGA,4 GB,GDDR5,,,,04G-P4-6258-KR,,False,,True,120 W,,,
435,1.279 GHz,GeForce GTX 960,Black / Silver,1.216 GHz,False,1,,1,1,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,4 GB,GDDR5,,,,04G-P4-3962-KR,,True,,True,120 W,,,
436,1.501 GHz,Radeon RX VEGA 56,Black / Orange,1.156 GHz,4-way CrossFire,,,,3,True,3,PCI-Express x16,"274 mm / 10.787""",Gigabyte,8 GB,HBM2,,,,GV-RXVEGA56GAMING OC-8GD,,False,True,,210 W,,,
437,1.733 GHz,GeForce GTX 1080,Black / Silver,1.607 GHz,False,1,,,2,True,2,PCI-Express x16,"267 mm / 10.512""",Asus,8 GB,GDDR5X,,,,TURBO-GTX1080-8G,,True,,True,180 W,,,
438,1.455 GHz,GeForce GTX 1050,Black,1.354 GHz,False,1,,,1,True,1,PCI-Express x16,"160 mm / 6.299""",Zotac,2 GB,GDDR5,,,,ZT-P10500E-10L,,False,,True,75 W,,,
439,,GeForce GTX Titan,Black / Silver,836 MHz,False,,,2,1,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,6 GB,GDDR5,,,,06G-P4-2790-KR,,4-way SLI,,True,250 W,,,
440,1.83 GHz,GeForce GTX 1660 Ti,,1.5 GHz,False,,,,3,True,1,PCI-Express x16,"204 mm / 8.031""",MSI,6 GB,GDDR6,,,,GTX 1660 Ti VENTUS XS 6G OC / GEFORCE GTX 1660 Ti VENTUS XS 6G OC,,False,,True,120 W,,,
441,,GeForce GTX 670,Black / Silver,915 MHz,False,1,,1,1,True,1,PCI-Express x16,"241 mm / 9.488""",EVGA,2 GB,GDDR5,,,,02G-P4-2670-KR,,4-way SLI,,True,170 W,,,
442,1.75 GHz,Radeon VII,Silver,1.4 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Sapphire,16 GB,HBM2,,,,21291-01-40G,,False,True,,300 W,,,
443,1.62 GHz,GeForce GTX 1080 Ti,White / Orange,1.506 GHz,False,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",Gigabyte,11 GB,GDDR5X,,,,GV-N108TTURBO-11GD,,True,,True,250 W,,,
444,1.755 GHz,GeForce RTX 2080 Ti,Black / Silver,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",MSI,11 GB,GDDR6,,,GeForce RTX 2080 Ti SEA HAWK X,RTX 2080 Ti SEA HAWK X / GeForce RTX 2080 Ti SEA HAWK X,,True,,True,250 W,,,1
445,1.526 GHz,Radeon RX VEGA 56,Red / Black,1.308 GHz,4-way CrossFire,,,,2,True,2,PCI-Express x16,"316 mm / 12.441""",PowerColor,8 GB,HBM2,,,,AXRX VEGA 56 8GBHBM2-2D2H/OC,,False,True,,210 W,,,
446,1.683 GHz,GeForce GTX 1070 Ti,Black / White,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",PNY,8 GB,GDDR5,,,,VCGGTX1070T8PB-CG,,True,,True,180 W,,,
447,1.683 GHz,GeForce GTX 1080 Ti,,1.569 GHz,False,1,,,2,True,2,PCI-Express x16,"325 mm / 12.795""",MSI,11 GB,GDDR5X,,,,GTX 1080 Ti GAMING X TRIO,,True,,True,250 W,,,
448,1.203 GHz,Radeon RX 550 - 512,Black / Red,1.1 GHz,True,1,,,1,True,1,PCI-Express x16,"170 mm / 6.693""",XFX,4 GB,GDDR5,,,,RX-550P4SFG5,,False,True,,75 W,,,
449,,Radeon RX 570,Black / Red,1.286 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"243 mm / 9.567""",XFX,8 GB,GDDR5,,,,RX-570P8DFD6,,False,True,,150 W,,,
450,1.68 GHz,GeForce GTX 1650,Black / Silver,1.665 GHz,False,,,,1,True,2,PCI-Express x16,"152 mm / 5.984""",Gigabyte,4 GB,GDDR5,,,,GV-N1650IXOC-4GD,,False,,True,75 W,,,
451,1.65 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,2,True,2,PCI-Express x16,"300.5 mm / 11.831""",Asus,8 GB,GDDR6,,,,ROG-STRIX-RTX2070-8G-GAMING,,False,,True,185 W,,,1
452,1.683 GHz,GeForce GTX 1070,Black / Silver,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"266.7 mm / 10.5""",EVGA,8 GB,GDDR5,,,,08G-P4-5171-KR,,True,,True,150 W,,,
453,1.518 GHz,GeForce GT 1030,Black,1.265 GHz,False,,,,1,True,1,PCI-Express x16,"159 mm / 6.26""",MSI,2 GB,GDDR5,,,,GT 1030 2G LP OC,,False,,,30 W,,,
454,1.275 GHz,Radeon RX 560 - 1024,Black,1.196 GHz,True,1,,,1,True,1,PCI-Express x16,,MSI,4 GB,GDDR5,,,,Radeon RX 560 4GT LP OC,,False,True,,60 W,,,
455,,FirePro S9050,Black / Silver,900 MHz,False,,,,1,False,,PCI-Express x16,"254 mm / 10""",ATI,12 GB,GDDR5,,,FirePro S9050,100-505878,,False,,,225 W,,,
456,1.74 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Zotac,8 GB,GDDR6,,,,ZT-T20700D-10P,,False,,True,185 W,,,1
457,1.845 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,2,True,2,PCI-Express x16,"305 mm / 12.008""",Asus,8 GB,GDDR6,,,,ROG-STRIX-RTX2070-O8G-GAMING / 90YV0C90-M0NA00,,False,,True,185 W,,,1
458,,GeForce GTX Titan,Black / Silver,876 MHz,False,1,,1,1,True,1,PCI-Express x16,"266 mm / 10.472""",EVGA,6 GB,GDDR5,,,,06G-P4-2791-KR,,4-way SLI,,True,250 W,,,
459,1.721 GHz,GeForce GTX 1080 Ti,Black / Silver,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"325 mm / 12.795""",Zotac,11 GB,GDDR5X,,,,ZT-P10810F-10P,,True,,True,320 W,,,
460,1.683 GHz,GeForce GTX 1080 Ti,Silver,1.569 GHz,False,1,,,3,True,1,PCI-Express x16,"300 mm / 11.811""",EVGA,11 GB,GDDR5X,,,,11G-P4-6696-KR,,True,,True,250 W,,,
461,1.354 GHz,Quadro P620,Black,1.266 GHz,False,,,,,True,,PCI-Express x16,"145 mm / 5.709""",PNY,2 GB,GDDR5,4,,,VCQP620-PB,,False,,,40 W,,,
462,1.635 GHz,GeForce RTX 2080 Ti,Black / Clear,1.35 GHz,False,,,,3,True,1,PCI-Express x16,"269.2 mm / 10.598""",EVGA,11 GB,GDDR6,,,,11G-P4-2384-KR,,True,,True,250 W,,,1
463,1.83 GHz,GeForce RTX 2060,Black,1.365 GHz,False,,,,3,True,1,PCI-Express x16,"280.35 mm / 11.037""",Gigabyte,6 GB,GDDR6,,,,GV-N2060GAMINGOC PRO-6GD,,False,,True,160 W,,,
464,1.86 GHz,GeForce RTX 2080,Black,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"324 mm / 12.756""",Zotac,8 GB,GDDR6,,,,ZT-T20800C-10P,,True,,True,215 W,,,1
465,,GeForce GTX 650,Black / Silver,1.058 GHz,False,1,,1,,True,,PCI-Express x16,"170 mm / 6.693""",EVGA,1 GB,GDDR5,,1,,01G-P4-2650-KR,,False,,,64 W,,,
466,1.721 GHz,GeForce GTX 1070 Ti,Black / Orange,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,8 GB,GDDR5,,,,GV-N107TGAMING-8GD,,True,,True,180 W,,,
467,1.721 GHz,GeForce GTX 1070,Black / White,1.531 GHz,False,1,,,2,True,2,PCI-Express x16,"175 mm / 6.89""",MSI,8 GB,GDDR5,,,,GTX 1070 AERO ITX 8G OC,,True,,True,150 W,,,
468,1.835 GHz,GeForce GTX 1070,Black / Gray,1.632 GHz,False,1,,,3,True,1,PCI-Express x16,"285 mm / 11.22""",Palit,8 GB,GDDR5X,,,,NE51070S15P2-1041J,,True,,True,170 W,,,
469,1.77 GHz,GeForce RTX 2080 Ti,Black / Silver,1.545 GHz,False,,,,3,True,3,PCI-Express x16,"290 mm / 11.417""",Gigabyte,11 GB,GDDR6,,,,GV-N208TAORUSX W-11GC,,True,,True,250 W,,,1
470,1.86 GHz,GeForce RTX 2080,Clear / Black,1.515 GHz,False,,,,3,True,1,PCI-Express x16,"301.925 mm / 11.887""",EVGA,8 GB,GDDR6,,,,08G-P4-2287-KR,,True,,True,215 W,,,1
471,,GeForce GT 710,Black,954 MHz,False,1,,,,False,1,PCI-Express x16,"146 mm / 5.748""",MSI,2 GB,DDR3,,,,GT 710 2GD3H LP,,False,,,19 W,1,,
472,,FirePro S9150,Black / White,900 MHz,False,,,,,False,,PCI-Express x16,"267 mm / 10.512""",ATI,16 GB,GDDR5,,,FirePro S9150,100-505884,,False,,,235 W,,,
473,1.83 GHz,GeForce RTX 2060,Black / Gray,1.365 GHz,False,,,,3,True,1,PCI-Express x16,"247 mm / 9.724""",MSI,6 GB,GDDR6,,,,RTX 2060 GAMING Z 6G / GeForce RTX 2060 GAMING Z 6G / V375-008R,,False,,True,160 W,,,
474,,Radeon HD 5450,Red / Silver,650 MHz,True,,,1,,False,1,PCI-Express x16,"152 mm / 5.984""",Diamond,1 GB,GDDR3,,,,5450PE31G,,False,,,19 W,1,,
475,1.755 GHz,GeForce RTX 2060,Black,1.365 GHz,False,,,,3,True,1,PCI-Express x16,"225.65 mm / 8.884""",Gigabyte,6 GB,GDDR6,,,,GV-N2060OC-6GD,,False,,True,160 W,,,
476,1.68 GHz,GeForce RTX 2060,Black / Silver,1.365 GHz,False,1,,,2,True,2,PCI-Express x16,"270 mm / 10.63""",Asus,6 GB,GDDR6,,,,DUAL-RTX2060-A6G / 90YV0CM2-M0NA00,,False,,True,160 W,,,
477,1.206 GHz,Radeon Pro WX 5100,Blue,926 MHz,True,,,,4,True,,PCI-Express x16,"173 mm / 6.811""",AMD,8 GB,GDDR5,,,,RADEON PRO WX 5100 / 100-505940,,False,True,,75 W,,,
478,1.386 GHz,Radeon RX 580,,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",XFX,4 GB,GDDR5,,,,RX-580P4DFD6,,False,True,,185 W,,,
479,,Radeon HD 6450,Red / Silver,625 MHz,False,,,1,,False,1,PCI-Express x16,,Diamond,1 GB,GDDR3,,,,6450PE31G,,False,,,27 W,1,,
480,1.785 GHz,GeForce RTX 2080,Black,1.71 GHz,False,,,,3,True,1,PCI-Express x16,"272 mm / 10.709""",Gigabyte,8 GB,GDDR6,,,,GV-N2080TURBO OC-8GC,,True,,True,215 W,,,1
481,1.62 GHz,GeForce RTX 2070,Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"307 mm / 12.087""",MSI,8 GB,GDDR6,,,,GeForce RTX 2070 GAMING 8G / RTX 2070 GAMING 8G,,False,,True,185 W,,,1
482,1.226 GHz,Radeon RX 560 - 896,Black / Red,1.175 GHz,True,1,,,1,True,1,PCI-Express x16,"210 mm / 8.268""",Sapphire,4 GB,GDDR5,,,,11267-18-20G / 100413P4GOC-2L,,False,True,,75 W,,,
483,,Quadro K600,Black / Green,876 MHz,False,,,1,1,True,,PCI-Express x16,"160 mm / 6.299""",HP,1 GB,DDR3,,,,C2J92AA,,False,,,41 W,,,
484,1.86 GHz,GeForce GTX 1660 Ti,Black,1.5 GHz,False,1,,,1,True,1,PCI-Express x16,"267.97 mm / 10.55""",EVGA,6 GB,GDDR6,,,,06G-P4-1267-KR,,False,,True,160 W,,,
485,1.531 GHz,GeForce GTX 1050,Black,1.417 GHz,False,1,,,1,True,1,PCI-Express x16,"145 mm / 5.709""",EVGA,2 GB,GDDR5,,,,02G-P4-6152-KR,,False,,True,75 W,,,
486,,GeForce GT 520,Black,810 MHz,False,,,1,,True,1,PCI-Express x16,"144 mm / 5.669""",EVGA,2 GB,DDR3,,,,02G-P3-1529-KR,,False,,,29 W,1,,
487,,Quadro NVS 295,Black / Green,540 MHz,False,,,,2,False,,PCI-Express x16,"168 mm / 6.614""",PNY,256 MB,GDDR3,,,,VCQ295NVS-X16-DVI-PB,,False,,,23 W,,,
488,1.284 GHz,Radeon RX 570,Black,1.168 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"230 mm / 9.055""",Sapphire,4 GB,GDDR5,,,,11266-04-20G / 100412P4GOCL,,False,True,,180 W,,,
489,,GeForce GTX 460,Black,867 MHz,False,,,2,,True,,PCI-Express x16,"209 mm / 8.228""",EVGA,1 GB,GDDR5,,1,,01G-P3-1363-KR,,True,,,150 W,,,
490,1.74 GHz,GeForce GTX 1650,Black / White,1.485 GHz,False,1,,,1,True,1,PCI-Express x16,"170 mm / 6.693""",MSI,4 GB,GDDR5,,,,GeForce GTX 1650 AERO ITX 4G OC / GTX 1650 AERO ITX 4G OC,,False,,True,75 W,,,
491,1.425 GHz,Radeon RX 580,Black / White,1.405 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"279.4 mm / 11""",XFX,8 GB,GDDR5,,,,RX-580P8DBRR,,False,True,,185 W,,,
492,,Radeon R7 240,Black / Red,730 MHz,True,,1,,,True,1,PCI-Express x16,"159 mm / 6.26""",Asus,2 GB,DDR3,,,,R7240-2GD3-L,,False,,,30 W,1,,
493,1.683 GHz,GeForce GTX 1070,Black / Silver,1.506 GHz,False,1,,,2,True,2,PCI-Express x16,"267 mm / 10.512""",Asus,8 GB,GDDR5,,,,TURBO-GTX1070-8G / 90YV09P0-M0NA00,,True,,True,150 W,,,
494,1.785 GHz,GeForce RTX 2060,Black / Silver,1.365 GHz,False,,,,2,True,2,PCI-Express x16,"270 mm / 10.63""",Asus,6 GB,GDDR6,,,,DUAL-RTX2060-O6G / 90YV0CM1-M0NA00,,False,,True,160 W,,,
495,1.582 GHz,GeForce GTX 1080 Ti,Black / Silver,1.48 GHz,False,,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,11 GB,GDDR5X,,,,11G-P4-6390-KR,,True,,True,250 W,,,
496,1.573 GHz,Radeon RX VEGA 56,Black,1.297 GHz,4-way CrossFire,1,,,2,True,2,PCI-Express x16,"298 mm / 11.732""",Asus,8 GB,HBM2,,,,AREZ-STRIX-RXVEGA56-O8G-GAMING / AREZ-STRIX-RXVEGA56-O8G-G,,False,True,,210 W,,,
497,0 mHz,Radeon R7 350,Black / Blue,925 MHz,True,1,,,,True,1,PCI-Express x16,"163 mm / 6.417""",Sapphire,2 GB,GDDR5,,,,11251-10 / 100385L,,False,,,65 W,1,,
498,,GeForce RTX 2080,Black / Clear,,False,,,,3,True,1,PCI-Express x16,"270 mm / 10.63""",EVGA,8 GB,GDDR6,,,,08G-P4-2183-KR,,True,,True,215 W,,,
499,1.785 GHz,GeForce GTX 1660,Black,1.53 GHz,False,1,,,1,True,1,PCI-Express x16,"189.89 mm / 7.476""",EVGA,6 GB,GDDR5,,,,06G-P4-1161-KR,,False,,True,120 W,,,
500,1.708 GHz,GeForce GTX 1060 3GB,Black,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,3 GB,GDDR5,,,03G-P4-6160-KR,03G-P4-6160 / 03G-P4-6160-KR,,False,,True,120 W,,,
501,1.43 GHz,GeForce GTX 1050 Ti,Black / Orange,1.29 GHz,False,1,,,1,True,1,PCI-Express x16,"172 mm / 6.772""",Gigabyte,4 GB,GDDR5,,,,GV-N105TD5-4GD,,False,,True,75 W,,,
502,1.455 GHz,GeForce GTX 1050,Black,1.354 GHz,False,1,,,1,True,1,PCI-Express x16,"182 mm / 7.165""",MSI,2 GB,GDDR5,,,,GTX 1050 2GT LP,,False,,True,75 W,,,
503,1.759 GHz,GeForce GTX 1060 6GB,Black / White,1.544 GHz,False,1,,,1,True,1,PCI-Express x16,"243 mm / 9.567""",MSI,6 GB,GDDR5,,,,GeForce GTX 1060 6GT OCV1 / GTX 1060 6GT OCV1,,False,,True,120 W,,,
504,1.244 GHz,Radeon RX 570,Black,1.168 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"236.2 mm / 9.299""",ASRock,4 GB,GDDR5,,,,Phantom RX570 GDR 4G,,False,True,,150 W,,,
505,1.506 GHz,GeForce GT 1030,White,1.252 GHz,False,,1,,,False,1,PCI-Express x16,"175 mm / 6.89""",Gigabyte,2 GB,GDDR5,,,,GV-N1030SL-2GL,,False,,,30 W,,,
506,,GeForce RTX 2080,Black,,False,,,,2,True,2,PCI-Express x16,"299.7 mm / 11.799""",Asus,8 GB,GDDR6,,,,ROG-STRIX-RTX2080-8G-GAMING,,True,,True,215 W,,,1
507,1.665 GHz,GeForce RTX 2080 Ti,Black,1.35 GHz,False,,,,2,True,2,PCI-Express x16,"304.7 mm / 11.996""",Asus,11 GB,GDDR6,,,,ROG-STRIX-RTX2080TI-O11G-GAMING / 90YV0CC0-M0NM00 / ROG-STRIX-RTX2080TI-O11G,,True,,True,250 W,,,1
508,1.468 GHz,GeForce GTX 1050 Ti,Black,1.354 GHz,False,1,,,1,True,1,PCI-Express x16,"145 mm / 5.709""",EVGA,4 GB,GDDR5,,,,04G-P4-6253-KR,,False,,True,75 W,,,
509,1.331 GHz,Radeon RX 570,Black / Silver,1.228 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"216 mm / 8.504""",ASRock,4 GB,GDDR5,,,,RX570 4G OC,,False,True,,150 W,,,
510,1.279 GHz,GeForce GTX 960,Black / Silver,1.216 GHz,False,1,,1,1,True,1,PCI-Express x16,"173 mm / 6.811""",EVGA,2 GB,GDDR5,,,,02G-P4-2962-KR,,True,,True,120 W,,,
511,,GeForce GT 730,White,700 MHz,False,,,1,,True,1,PCI-Express x16,"145 mm / 5.709""",MSI,2 GB,DDR3,,,,N730-2GD3V3,,False,,,49 W,1,,
512,1.38 GHz,Radeon RX 580,Black / Silver,1.257 GHz,4-way CrossFire,1,,,3,True,1,PCI-Express x16,"278.81 mm / 10.977""",ASRock,8 GB,GDDR5,,,,PHANTOM GXR RX580 8G OC / PHANTOM X RX580 8G OC,,False,True,,185 W,,,
513,,GeForce GT 730,Black / Green,700 MHz,False,,,2,,True,,PCI-Express x16,"168 mm / 6.614""",EVGA,4 GB,DDR3,,1,,04G-P3-2739-KR,,False,,,49 W,,,
514,,Radeon HD 5770,Black / Red,,True,,,2,1,True,1,PCI-Express x16,,Sapphire,1 GB,GDDR5,,,,100283-3L,,False,,,108 W,,,
515,1.471 GHz,Radeon RX VEGA 56,Black / Red,1.156 GHz,4-way CrossFire,,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,8 GB,HBM2,,,Radeon RX VEGA 56 8G,GV-RXVEGA56-8GD-B,,False,True,,210 W,,,
516,1.89 GHz,GeForce RTX 2080,Black / Silver,1.71 GHz,False,,,,3,True,3,PCI-Express x16,"290 mm / 11.417""",Gigabyte,8 GB,GDDR6,,,,GV-N2080AORUSX W-8GC,,True,,True,215 W,,,1
517,1.77 GHz,Quadro RTX 8000,Black / White,1.395 GHz,False,,,,4,True,,PCI-Express x16,"266.7 mm / 10.5""",PNY,48 GB,GDDR6,,,,VCQRTX8000-PB,,True,,,295 W,,,1
518,1.206 GHz,Radeon RX 550 - 640,Black,1.071 GHz,True,1,,,1,True,1,PCI-Express x16,"158 mm / 6.22""",Sapphire,4 GB,GDDR5,,,,11268-15-20G,,False,True,,65 W,,,
519,1.531 GHz,GeForce GTX 1050,Black / Orange,1.392 GHz,False,1,,,1,True,3,PCI-Express x16,"229 mm / 9.016""",Gigabyte,2 GB,GDDR5,,,,GV-N1050WF2OC-2GD,,False,,True,75 W,,,
520,1.455 GHz,GeForce GTX 1050 Ti,Black / White,1.341 GHz,False,1,,,1,True,1,PCI-Express x16,"177 mm / 6.969""",MSI,4 GB,GDDR5,,,,GTX 1050 Ti 4G OC,,False,,True,75 W,,,
521,1.822 GHz,GeForce GTX 1070,Black / Orange,1.594 GHz,False,1,,,3,True,1,PCI-Express x16,"280 mm / 11.024""",Gigabyte,8 GB,GDDR5,,,,GV-N1070G1-GAMING-8GD,,True,,True,150 W,,,
522,1.71 GHz,GeForce RTX 2080,Silver / Black,1.515 GHz,False,,,,1,True,3,PCI-Express x16,"268 mm / 10.551""",MSI,8 GB,GDDR6,,,,GeForce RTX 2080 VENTUS 8G / RTX 2080 VENTUS 8G,,True,,True,215 W,,,1
523,1.83 GHz,GeForce RTX 2060,Black / Red,1.365 GHz,False,1,,,1,True,1,PCI-Express x16,"234.95 mm / 9.25""",PNY,6 GB,GDDR6,,,,VCG20606DFPPB-O,,False,,True,160 W,,,
524,1.392 GHz,GeForce GTX 1050 Ti,Black,1.29 GHz,False,1,,,1,True,1,PCI-Express x16,"160 mm / 6.299""",Zotac,4 GB,GDDR5,,,,ZT-P10510E-10L,,False,,True,75 W,,,
525,,GeForce GT 730,Black / Gold,902 MHz,False,1,,,,False,1,PCI-Express x16,,Zotac,4 GB,DDR3,,,,ZT-71115-20L,,False,,,49 W,1,,
526,,GeForce GT 710,Black,954 MHz,False,1,,,,False,1,PCI-Express x16,"147 mm / 5.787""",MSI,2 GB,GDDR5,,,,GT 710 2GD5H LP,,False,,,19 W,1,,
527,,GeForce GTX 650 Ti,Black,928 MHz,False,1,,1,,True,,PCI-Express x16,"145 mm / 5.709""",PNY,1 GB,GDDR5,,1,,VCGGTX650T1XPB,,False,,,110 W,,,
528,1.815 GHz,GeForce GTX 1650,Black / Silver,1.665 GHz,False,,,,1,True,3,PCI-Express x16,"265 mm / 10.433""",Gigabyte,4 GB,GDDR5,,,,GV-N1650GAMING OC-4GD,,False,,True,75 W,,,
529,,GeForce GTX 1060 3GB,Black / Orange,1.556 GHz,False,2,,,1,True,1,PCI-Express x16,"169 mm / 6.654""",Gigabyte,3 GB,GDDR5,,,,GV-N1060IXOC-3GD,,False,,True,120 W,,,
530,1.683 GHz,GeForce GTX 1070 Ti,Black / Silver,1.607 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5,,,,08G-P4-6678-KR,,True,,True,235 W,,,
531,1.683 GHz,GeForce GTX 1070,Black / Silver,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"267 mm / 10.512""",EVGA,8 GB,GDDR5,,,,08G-P4-6274-KR,,True,,True,215 W,,,
532,1.62 GHz,GeForce RTX 2070,Black / Green,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",MSI,8 GB,GDDR6,,,,GeForce RTX 2070 AERO 8G / RTX 2070 AERO 8G,,False,,True,185 W,,,1
533,,GeForce GT 710,Black,954 MHz,False,1,,,,False,1,PCI-Express x16,"144 mm / 5.669""",Zotac,2 GB,DDR3,,,,ZT-71302-20L,,False,,,19 W,1,,
534,1.733 GHz,Quadro P5000,Black / Green,1.607 GHz,False,1,,,4,True,,PCI-Express x16,,PNY,16 GB,GDDR5X,,,,VCQP5000-PB,,True,,,180 W,,,
535,1.455 GHz,Quadro P600,Black,1.354 GHz,False,,,,,True,,PCI-Express x16,"145 mm / 5.709""",PNY,2 GB,GDDR5,4,,,VCQP600-PB,,False,,,40 W,,,
536,1.708 GHz,GeForce GTX 1060 3GB,Black / Gray,1.506 GHz,False,1,,,3,True,1,PCI-Express x16,"174 mm / 6.85""",Zotac,3 GB,GDDR5,,,,ZT-P10610A-10L,,False,,True,120 W,,,
537,1.65 GHz,GeForce RTX 2070,Black / White,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"268 mm / 10.551""",Asus,8 GB,GDDR6,,,,DUAL-RTX2070-8G,,False,,True,185 W,,,1
538,1.815 GHz,GeForce RTX 2070,Clear / Black,1.41 GHz,False,,,,3,True,1,PCI-Express x16,"301.925 mm / 11.887""",EVGA,8 GB,GDDR6,,,,08G-P4-2277-KR,,False,,True,185 W,,,1
539,1.755 GHz,GeForce GTX 1650,Silver / Black,1.485 GHz,False,1,,,1,True,1,PCI-Express x16,"204 mm / 8.031""",Asus,4 GB,GDDR5,,,,DUAL-GTX1650-O4G,,False,,True,75 W,,,
540,1.582 GHz,GeForce GTX 1080 Ti,Black / White,1.48 GHz,False,,,,2,True,2,PCI-Express x16,"267 mm / 10.512""",Asus,11 GB,GDDR5X,,,,TURBO-GTX1080TI-11G,,True,,True,250 W,,,
541,,FirePro W9100,Black / Red,930 MHz,4-way CrossFire,,,,,True,,PCI-Express x16,"275 mm / 10.827""",AMD,32 GB,GDDR5,6,,,100-505989,1,False,,,275 W,,,
542,1.785 GHz,GeForce GTX 1660,Black / Gray,1.53 GHz,False,,,,3,True,1,PCI-Express x16,"224 mm / 8.819""",Gigabyte,6 GB,GDDR5,,,,GV-N1660OC-6GD,,False,,True,120 W,,,
543,1.746 GHz,GeForce GTX 1070,Black / White,1.556 GHz,False,1,,,3,True,1,PCI-Express x16,"279 mm / 10.984""",MSI,8 GB,GDDR5,,,,GeForce GTX 1070 ARMOR 8G OC / GTX 1070 ARMOR 8G OC / V330-003R,,True,,True,150 W,,,
544,1.506 GHz,GeForce GT 1030,Black,1.252 GHz,False,,1,,,True,1,PCI-Express x16,"150 mm / 5.906""",Gigabyte,2 GB,GDDR5,,,,GV-N1030D5-2GL,,False,,,30 W,,,
